date,price,volatility,cash,short_shares,short_value,short_proceeds,short_pnl,call_value,net_liquidation,num_calls,total_call_premium,num_call_contracts,cash_buffer_ratio
2023-01-20,17.778066666666668,1.0356900501315323,13546.455483667556,200,3555.6133333333337,4713.5666666666675,1157.9533333333338,522.8939478404259,15227.302764841317,2,1167.111182999111,2,3.8098786942527183
2023-01-23,15.118933333333333,1.128212598099952,14675.203826382438,300,4535.679999999999,6225.460000000001,1689.7800000000016,828.8828589768281,17193.866685359266,3,1550.2561736175635,3,3.235502466307685
2023-01-24,15.389199999999999,1.1101560448058112,14675.203826382438,300,4616.759999999999,6225.460000000001,1608.7000000000016,827.0025607440498,17110.90638712649,3,1550.2561736175635,3,3.1786802490019928
2023-01-25,15.276,1.1044669790035315,14675.203826382438,300,4582.8,6225.460000000001,1642.6600000000008,801.7562412415871,17119.620067624026,3,1550.2561736175635,3,3.2022352767701925
2023-01-26,14.565666666666667,1.1005207572004585,14675.203826382438,300,4369.7,6225.460000000001,1855.7600000000011,714.2500691141278,17245.213895496567,3,1550.2561736175635,3,3.3584007658151447
2023-01-27,14.848533333333334,1.0969032415552684,14675.203826382438,300,4454.56,6225.460000000001,1770.9000000000005,736.5680351612621,17182.6718615437,3,1550.2561736175635,3,3.294422754746246
2023-01-30,15.967466666666667,1.111029123127046,14675.203826382438,300,4790.24,6225.460000000001,1435.2200000000012,878.5698648394477,16988.993691221887,3,1550.2561736175635,3,3.0635633760275973
2023-01-31,15.131533333333334,1.0542269017380244,14675.203826382438,300,4539.46,6225.460000000001,1686.000000000001,688.490068654138,17049.693895036577,3,1550.2561736175635,3,3.232808269349755
2023-02-01,12.767666666666665,1.14148364410536,15621.651816556872,400,5107.066666666666,7502.226666666667,2395.1600000000017,902.9603791003901,18919.772195657264,4,1880.5748501097953,4,3.0588306039781887
2023-02-02,11.937866666666668,1.1367149155914438,15621.651816556872,400,4775.146666666667,7502.226666666667,2727.08,771.8354931769111,19120.567309733782,4,1880.5748501097953,4,3.2714496343337873
2023-02-03,12.5854,1.1518164826225394,15621.651816556872,400,5034.16,7502.226666666667,2468.0666666666675,888.2683069590503,18977.98679018259,4,1880.5748501097953,4,3.103129780649974
2023-02-06,13.201533333333334,1.157944464520348,15621.651816556872,400,5280.613333333334,7502.226666666667,2221.6133333333337,983.5184815685279,18826.783631458733,4,1880.5748501097953,4,2.9583025361744983
2023-02-07,11.944133333333333,1.108220517320402,15621.651816556872,400,4777.653333333334,7502.226666666667,2724.5733333333337,712.0490091326187,19058.27415902282,4,1880.5748501097953,4,3.2697332197725113
2023-02-08,12.7112,1.1347479280817894,15621.651816556872,400,5084.48,7502.226666666667,2417.746666666668,860.8186369480671,18900.21712017161,4,1880.5748501097953,4,3.0724187756775274
2023-02-09,12.623266666666666,1.1126040373876114,15621.651816556872,400,5049.306666666666,7502.226666666667,2452.920000000001,806.2756808649527,18880.847497421826,4,1880.5748501097953,4,3.0938211615634765
2023-02-10,13.258066666666668,1.1171061833711327,15621.651816556872,400,5303.226666666667,7502.226666666667,2199.0,902.3952046158404,18723.04702117271,4,1880.5748501097953,4,2.945688125070436
2023-02-13,12.692333333333332,1.09318755943628,15621.651816556872,400,5076.9333333333325,7502.226666666667,2425.293333333335,770.4987424552751,18817.44389234548,4,1880.5748501097953,4,3.076985808340378
2023-02-14,11.9882,1.0944930053421593,15621.651816556872,400,4795.280000000001,7502.226666666667,2706.9466666666667,676.9035962741673,19005.50207949771,4,1880.5748501097953,4,3.2577142140932063
2023-02-15,11.849866666666665,1.081130692576305,15621.651816556872,400,4739.946666666666,7502.226666666667,2762.2800000000016,635.9924431084293,19019.924259665302,4,1880.5748501097953,4,3.295744217211349
2023-02-16,12.7174,1.1010493298064672,15621.651816556872,400,5086.96,7502.226666666667,2415.2666666666673,778.6258283495581,18815.5443115731,4,1880.5748501097953,4,3.070920906898594
2023-02-17,13.333533333333332,1.0974834754439409,15621.651816556872,400,5333.413333333333,7502.226666666667,2168.8133333333344,855.0786101614101,18645.543760051616,4,1880.5748501097953,4,2.9290157803677084
2023-02-21,14.647400000000001,1.0749030304151381,15621.651816556872,400,5858.96,7502.226666666667,1643.2666666666673,990.1095437753146,18255.028026998854,4,1880.5748501097953,4,2.6662840873733344
2023-02-22,14.867466666666667,1.068223534251058,15621.651816556872,400,5946.986666666667,7502.226666666667,1555.2400000000007,1006.0365932016914,18182.928409758562,4,1880.5748501097953,4,2.626818032755559
2023-02-23,13.3964,1.099661811749809,15621.651816556872,400,5358.5599999999995,7502.226666666667,2143.666666666668,849.0016114431762,18614.320094666717,4,1880.5748501097953,4,2.915270486204666
2023-02-24,14.100533333333335,1.1118499984615082,15621.651816556872,400,5640.213333333334,7502.226666666667,1862.0133333333333,971.0199774216078,18454.685127311815,4,1880.5748501097953,4,2.7696916576246884
2023-02-27,13.886733333333332,1.109724395445566,15621.651816556872,400,5554.693333333333,7502.226666666667,1947.5333333333347,924.9885273071777,18494.173677197385,4,1880.5748501097953,4,2.8123338011861816
2023-02-28,13.792399999999999,1.1097306119536718,15621.651816556872,400,5516.959999999999,7502.226666666667,1985.2666666666682,907.8689263426368,18514.787409566175,4,1880.5748501097953,4,2.8315688017598233
2023-03-01,13.754733333333332,1.109861641175842,15621.651816556872,400,5501.8933333333325,7502.226666666667,2000.3333333333348,899.3030926634289,18521.288242553634,4,1880.5748501097953,4,2.839322914879643
2023-03-02,13.453,1.1075893795290883,15621.651816556872,400,5381.2,7502.226666666667,2121.0266666666676,848.8181791343495,18591.496662357888,4,1880.5748501097953,4,2.9030052435436096
2023-03-03,12.868333333333334,1.077052239484006,15621.651816556872,400,5147.333333333334,7502.226666666667,2354.8933333333334,714.2632416801723,18690.808391570376,4,1880.5748501097953,4,3.0349019200667406
2023-03-06,13.295733333333335,1.0558164137927977,15621.651816556872,400,5318.293333333334,7502.226666666667,2183.9333333333334,724.8879855533985,18530.473135443604,4,1880.5748501097953,4,2.937343022929073
2023-03-07,13.735800000000001,0.9579366052503614,15621.651816556872,400,5494.320000000001,7502.226666666667,2007.9066666666668,611.8150346706915,18241.37351789423,4,1880.5748501097953,4,2.843236618281584
2023-03-08,12.648333333333333,0.9826255247071182,15621.651816556872,400,5059.333333333333,7502.226666666667,2442.8933333333343,527.362817455368,18591.907967345574,4,1880.5748501097953,4,3.0876897779464105
2023-03-09,13.402733333333334,1.0002149181569704,15621.651816556872,400,5361.093333333333,7502.226666666667,2141.133333333334,637.0575006773267,18399.84265056753,4,1880.5748501097953,4,2.913892903044069
2023-03-10,14.157066666666667,1.0057354777096728,15621.651816556872,400,5662.826666666667,7502.226666666667,1839.4000000000005,735.9686946585057,18197.020511215378,4,1880.5748501097953,4,2.7586314637725455
2023-03-13,14.194666666666667,1.0039907067833016,15621.651816556872,400,5677.866666666667,7502.226666666667,1824.3600000000006,728.6484320778759,18174.660248634747,4,1880.5748501097953,4,2.7513241739661973
2023-03-14,12.899733333333334,1.0144213475195476,15621.651816556872,400,5159.893333333333,7502.226666666667,2342.333333333334,587.7971968898595,18551.782346780066,4,1880.5748501097953,4,3.0275144867122976
2023-03-15,13.390133333333333,1.0123617773080082,15621.651816556872,400,5356.053333333333,7502.226666666667,2146.173333333334,638.7956684578052,18406.620818348012,4,1880.5748501097953,4,2.9166348511385634
2023-03-16,11.849866666666665,0.9521693740644817,15621.651816556872,400,4739.946666666666,7502.226666666667,2762.2800000000016,389.8913837897766,18773.82320034665,4,1880.5748501097953,4,3.295744217211349
2023-03-17,12.0322,0.9332764654862732,15621.651816556872,400,4812.88,7502.226666666667,2689.3466666666673,380.85944805974225,18691.85793128328,4,1880.5748501097953,4,3.2458012284862434
2023-03-20,11.6488,0.9242064985609042,15621.651816556872,400,4659.5199999999995,7502.226666666667,2842.706666666668,331.9450405520928,18796.30352377563,4,1880.5748501097953,4,3.3526311329400613
2023-03-21,11.634733333333333,0.9118270526923192,15621.651816556872,400,4653.893333333333,7502.226666666667,2848.333333333334,315.19243946181615,18785.17758935202,4,1880.5748501097953,4,3.356684542954044
2023-03-22,11.945933333333333,0.8689352855131631,15621.651816556872,400,4778.373333333333,7502.226666666667,2723.8533333333344,290.27871994132425,18635.78386983153,4,1880.5748501097953,4,3.2692405399934303
2023-03-23,10.987,0.8809501728898353,15621.651816556872,400,4394.8,7502.226666666667,3107.426666666667,233.95996308834367,18963.038446311883,4,1880.5748501097953,4,3.554576275725146
2023-03-24,11.558533333333333,0.895492516175252,15621.651816556872,400,4623.413333333333,7502.226666666667,2878.8133333333344,286.7088970382903,18787.174046928496,4,1880.5748501097953,4,3.378813592963829
2023-03-27,12.003133333333333,0.890366330007102,15621.651816556872,400,4801.253333333333,7502.226666666667,2700.9733333333343,309.67378446492006,18632.298934355127,4,1880.5748501097953,4,3.2536612280175885
2023-03-28,12.2698,0.8848474825634475,15621.651816556872,400,4907.92,7502.226666666667,2594.3066666666673,322.4041447132536,18538.362627936796,4,1880.5748501097953,4,3.1829475249304946
2023-03-29,11.0822,0.918283927590231,15621.651816556872,400,4432.88,7502.226666666667,3069.3466666666673,267.07936770794714,18958.077850931484,4,1880.5748501097953,4,3.5240412139640305
2023-03-30,10.5742,0.9269511961822136,16495.27721032097,500,5287.099999999999,8559.646666666667,3272.546666666668,422.1571834395147,20189.981060427155,5,2064.3694563456975,5,3.1199101984681534
2023-03-31,10.3392,0.9008836169288467,16495.27721032097,500,5169.6,8559.646666666667,3390.046666666667,363.0998190827909,20248.423696070433,5,2064.3694563456975,5,3.190822734896505
2023-04-03,10.637666666666666,0.8926447636424188,16495.27721032097,500,5318.833333333333,8559.646666666667,3240.8133333333344,377.14863836962996,20113.239182023935,5,2064.3694563456975,5,3.101296125777139
2023-04-04,11.240933333333334,0.8608067101669,16495.27721032097,500,5620.466666666667,8559.646666666667,2939.1800000000003,395.30159825975113,19829.758808580722,5,2064.3694563456975,5,2.9348590052405443
2023-04-05,11.857,0.8770755768043628,16495.27721032097,500,5928.5,8559.646666666667,2631.1466666666674,482.11940515336386,19608.543282141003,5,2064.3694563456975,5,2.7823694375172425
2023-04-06,12.028533333333334,0.8295736157853606,16495.27721032097,500,6014.266666666666,8559.646666666667,2545.380000000001,429.7867485629673,19470.44395888394,5,2064.3694563456975,5,2.7426913578248895
2023-04-10,11.425199999999998,0.82397781005632,16495.27721032097,500,5712.599999999999,8559.646666666667,2847.046666666668,354.8380886913964,19697.161965679035,5,2064.3694563456975,5,2.8875253317790452
2023-04-11,11.615666666666668,0.8263597464053803,16495.27721032097,500,5807.833333333334,8559.646666666667,2751.8133333333335,374.1750178484117,19621.265561502714,5,2064.3694563456975,5,2.840177440294023
2023-04-12,12.225333333333333,0.8427517156176048,16495.27721032097,500,6112.666666666667,8559.646666666667,2446.9800000000005,457.22388542599754,19399.481095746967,5,2064.3694563456975,5,2.698540278708851
2023-04-13,11.952333333333334,0.8444503960324304,16495.27721032097,500,5976.166666666667,8559.646666666667,2583.4800000000005,428.46388977287774,19507.221100093848,5,2064.3694563456975,5,2.7601769044238456
2023-04-14,12.003133333333333,0.8431638264506374,16495.27721032097,500,6001.566666666667,8559.646666666667,2558.080000000001,429.91414633248985,19483.271356653462,5,2064.3694563456975,5,2.7484952057497716
2023-04-17,12.0222,0.8343969109025285,16495.27721032097,500,6011.099999999999,8559.646666666667,2548.546666666668,413.5978576236852,19457.421734611326,5,2064.3694563456975,5,2.7441362163865137
2023-04-18,11.844266666666666,0.828458006606068,16495.27721032097,500,5922.133333333333,8559.646666666667,2637.5133333333342,385.8735502988478,19518.664093953157,5,2064.3694563456975,5,2.785360660064105
2023-04-19,12.257133333333334,0.8291224357513464,16495.27721032097,500,6128.566666666667,8559.646666666667,2431.080000000001,426.31242184475815,19352.669632165733,5,2064.3694563456975,5,2.6915391652731695
2023-04-20,12.288933333333334,0.7949237715589995,16495.27721032097,500,6144.466666666667,8559.646666666667,2415.1800000000003,380.7453972785406,19291.202607599513,5,2064.3694563456975,5,2.6845742853170282
2023-04-21,12.574666666666667,0.7787121177933678,16495.27721032097,500,6287.333333333334,8559.646666666667,2272.3133333333335,384.44701351672,19152.037557171025,5,2064.3694563456975,5,2.623572878324828
2023-04-24,12.7652,0.76182725199789,16495.27721032097,500,6382.6,8559.646666666667,2177.046666666667,374.0592921925056,19046.383169180146,5,2064.3694563456975,5,2.5844134381476156
2023-04-25,14.067133333333334,0.8156954281601979,16495.27721032097,500,7033.5666666666675,8559.646666666667,1526.08,596.2401681393421,18617.597378460316,5,2064.3694563456975,5,2.3452222737142803
2023-04-26,13.819466666666667,0.7663115625023514,16495.27721032097,500,6909.733333333334,8559.646666666667,1649.9133333333339,483.0877068818608,18628.278250536165,5,2064.3694563456975,5,2.3872523604848674
2023-04-27,13.673266666666667,0.7598461581107855,16495.27721032097,500,6836.633333333333,8559.646666666667,1723.0133333333342,455.2957727220718,18673.58631637638,5,2064.3694563456975,5,2.412777811250319
2023-04-28,12.9684,0.6853568417022445,16495.27721032097,500,6484.200000000001,8559.646666666667,2075.4466666666667,287.58974606575975,18858.3136230534,5,2064.3694563456975,5,2.5439186345765044
2023-05-01,12.6064,0.6902027528081005,16495.27721032097,500,6303.200000000001,8559.646666666667,2256.4466666666667,261.1833793614903,19012.907256349128,5,2064.3694563456975,5,2.616968715941263
2023-05-02,12.8922,0.6850433916427894,16495.27721032097,500,6446.1,8559.646666666667,2113.546666666667,275.3812408506327,18884.20511783827,5,2064.3694563456975,5,2.5589545943005803
2023-05-03,13.3304,0.6903605521774139,16495.27721032097,500,6665.2,8559.646666666667,1894.4466666666676,315.1502796133828,18704.87415660102,5,2064.3694563456975,5,2.474836045478151
2023-05-04,13.571733333333333,0.6884665068031415,16495.27721032097,500,6785.866666666666,8559.646666666667,1773.7800000000016,331.37625583359073,18600.433466154565,5,2064.3694563456975,5,2.4308283702874074
2023-05-05,12.689,0.6716788756372347,16495.27721032097,500,6344.5,8559.646666666667,2215.1466666666674,241.415692837609,18951.83956982525,5,2064.3694563456975,5,2.5999333612295645
2023-05-08,12.523866666666667,0.6591218178700804,16495.27721032097,500,6261.933333333333,8559.646666666667,2297.713333333334,213.50652449586494,19006.49706815017,5,2064.3694563456975,5,2.6342147596036853
2023-05-09,13.171666666666665,0.6659783902940313,16495.27721032097,500,6585.833333333332,8559.646666666667,1973.8133333333353,264.36477304277497,18733.455316697084,5,2064.3694563456975,5,2.504660591216648
2023-05-10,12.777866666666666,0.6703437834868397,16495.27721032097,500,6388.933333333333,8559.646666666667,2170.713333333334,239.5000190651686,18905.490562719475,5,2064.3694563456975,5,2.581851515691869
2023-05-11,13.025533333333334,0.596174604286272,16495.27721032097,500,6512.766666666666,8559.646666666667,2046.880000000001,180.19451197974587,18722.35172230072,5,2064.3694563456975,5,2.532760354327803
2023-05-12,13.044666666666666,0.5754150537530032,16495.27721032097,500,6522.333333333333,8559.646666666667,2037.3133333333344,161.46713708309676,18694.057680737405,5,2064.3694563456975,5,2.5290454147780914
2023-05-15,12.034933333333333,0.623862906707371,16495.27721032097,500,6017.466666666666,8559.646666666667,2542.180000000001,146.61524393122113,19184.072454252193,5,2064.3694563456975,5,2.7412328350226516
2023-05-16,12.092,0.6199082178793599,16495.27721032097,500,6046.0,8559.646666666667,2513.6466666666674,145.450203294176,19154.374080281814,5,2064.3694563456975,5,2.7282959329012524
2023-05-17,11.215666666666667,0.6417038099620463,16495.27721032097,500,5607.833333333334,8559.646666666667,2951.8133333333335,119.12218302367573,19566.21272667798,5,2064.3694563456975,5,2.9414706589569892
2023-05-18,10.148666666666665,0.6832853519129063,16495.27721032097,500,5074.333333333333,8559.646666666667,3485.3133333333344,99.1948145022041,20079.78535815651,5,2064.3694563456975,5,3.250727953160541
2023-05-19,10.320133333333333,0.6839146817059414,16495.27721032097,500,5160.066666666667,8559.646666666667,3399.580000000001,105.75521839577888,20000.61242871675,5,2064.3694563456975,5,3.1967178480228235
2023-05-22,10.218533333333333,0.6699004352339267,16495.27721032097,500,5109.266666666666,8559.646666666667,3450.380000000001,91.70218508494125,20037.359395405914,5,2064.3694563456975,5,3.2285019135794384
2023-05-23,10.599533333333333,0.6776557062637565,16495.27721032097,500,5299.766666666666,8559.646666666667,3259.880000000001,110.57976665019902,19865.736976971173,5,2064.3694563456975,5,3.112453481031424
2023-05-24,11.158466666666667,0.6778180082081254,16495.27721032097,500,5579.233333333334,8559.646666666667,2980.413333333334,135.12355678779454,19610.8141004421,5,2064.3694563456975,5,2.9565490856547143
2023-05-25,8.954733333333333,0.9240738677918634,17236.105139823318,600,5372.84,9455.12,4082.2800000000007,340.5532667499819,21658.9384065733,6,2219.014860176687,6,3.2080064062624825
2023-05-26,7.208200000000001,1.100740305717325,18328.200330674223,800,5766.56,10896.76,5130.2,672.2002446338894,24130.60057530811,7,2568.55966932578,8,3.1783594258404007
2023-05-30,7.227266666666667,1.1008992433274847,18328.200330674223,800,5781.8133333333335,10896.76,5114.946666666667,665.5377366384603,24108.68473397935,7,2568.55966932578,8,3.169974413564756
2023-05-31,7.7798,1.1318344918343783,18328.200330674223,800,6223.84,10896.76,4672.92,832.3932198796779,23833.513550553904,7,2568.55966932578,8,2.9448379667013005
2023-06-01,7.4050666666666665,1.126780848162034,18328.200330674223,800,5924.053333333333,10896.76,4972.706666666667,736.5990982917068,24037.506095632598,7,2568.55966932578,8,3.093861466024539
2023-06-02,7.4432,1.1271855282773733,18328.200330674223,800,5954.56,10896.76,4942.2,742.624186954612,24013.024517628837,7,2568.55966932578,8,3.0780108573386147
2023-06-05,7.811466666666666,1.1372716381157069,18328.200330674223,800,6249.173333333333,10896.76,4647.586666666667,832.5135843326154,23808.300581673506,7,2568.55966932578,8,2.9328999778116076
2023-06-06,7.532066666666666,1.1348961310078476,18328.200330674223,800,6025.653333333333,10896.76,4871.1066666666675,762.109426606911,23961.4164239478,7,2568.55966932578,8,3.0416951186495225
2023-06-07,7.5574666666666666,1.0839414188496213,18328.200330674223,800,6045.973333333333,10896.76,4850.786666666667,686.7132033736361,23865.700200714527,7,2568.55966932578,8,3.0314722411402557
2023-06-08,7.3416,1.084163849533387,18328.200330674223,800,5873.28,10896.76,5023.4800000000005,640.2973633622246,23991.977694036446,7,2568.55966932578,8,3.1206072808846543
2023-06-09,7.290733333333334,1.0845247664394368,18328.200330674223,800,5832.586666666667,10896.76,5064.173333333333,628.0017247897549,24020.37538879731,7,2568.55966932578,8,3.1423794241104384
2023-06-12,6.592160000000001,1.1054122413441219,18328.200330674223,800,5273.728000000001,10896.76,5623.031999999999,515.2428134305221,24466.475144104745,7,2568.55966932578,8,3.475378390898093
2023-06-13,6.319086666666666,1.106788911174501,18328.200330674223,800,5055.269333333333,10896.76,5841.4906666666675,466.215608847285,24635.906606188175,7,2568.55966932578,8,3.625563569842284
2023-06-14,6.0650466666666665,1.0994058171769407,19707.517040050647,1100,6671.551333333333,12716.274,6044.722666666667,853.6923736520608,26605.932080369377,8,3008.7569599493536,11,2.9539631871803502
2023-06-15,6.22382,1.0961106616130043,19707.517040050647,1100,6846.202,12716.274,5870.071999999999,893.9170758466269,26471.506115897275,8,3008.7569599493536,11,2.8786058372292618
2023-06-16,6.414346666666666,1.1008664429344757,19707.517040050647,1100,7055.781333333332,12716.274,5660.492666666667,960.2335679038656,26328.243274621178,8,3008.7569599493536,11,2.79310201223885
2023-06-20,6.547726666666667,1.1009921687929556,19707.517040050647,1100,7202.499333333333,12716.274,5513.774666666666,990.0325436790757,26211.32425039639,8,3008.7569599493536,11,2.736205326509897
2023-06-21,7.035533333333333,1.1340328304491953,19707.517040050647,1100,7739.086666666667,12716.274,4977.187333333332,1222.1593598300724,25906.86373321405,8,3008.7569599493536,11,2.546491322410652
2023-06-22,6.919933333333334,1.11473407457633,19707.517040050647,1100,7611.926666666667,12716.274,5104.347333333332,1136.0787623573713,25947.94313574135,8,3008.7569599493536,11,2.58903138496482
2023-06-23,7.318266666666667,1.136606350562218,19707.517040050647,1100,8050.093333333334,12716.274,4666.180666666665,1323.4498504538014,25697.147557171116,8,3008.7569599493536,11,2.44811037885076
2023-06-26,7.241133333333334,1.1312695616804707,19707.517040050647,1100,7965.246666666667,12716.274,4751.0273333333325,1270.0768008374353,25728.621174221415,8,3008.7569599493536,11,2.47418791467232
2023-06-27,6.495846666666667,1.1581505018475946,19707.517040050647,1100,7145.431333333334,12716.274,5570.8426666666655,1057.887892757398,26336.247599474707,8,3008.7569599493536,11,2.7580584181273093
2023-06-28,6.675733333333333,1.153948044389558,19707.517040050647,1100,7343.3066666666655,12716.274,5372.967333333334,1107.7639820926777,26188.24835547666,8,3008.7569599493536,11,2.683738802508223
2023-06-29,6.624313333333333,1.1522244851540575,19707.517040050647,1100,7286.7446666666665,12716.274,5429.529333333333,1082.6728240359314,26219.71919741991,8,3008.7569599493536,11,2.7045708257355314
2023-06-30,6.34164,1.142671980747662,19707.517040050647,1100,6975.804,12716.274,5740.469999999999,966.0709187134194,26414.057958764068,8,3008.7569599493536,11,2.8251248228950594
2023-07-03,6.1810133333333335,1.1169254235761243,19707.517040050647,1100,6799.114666666666,12716.274,5917.159333333333,858.8810946761159,26483.557468060095,8,3008.7569599493536,11,2.898541649351599
2023-07-05,6.59222,1.1376125057883864,19707.517040050647,1100,7251.442,12716.274,5464.831999999999,1020.631172863536,26192.980212914183,8,3008.7569599493536,11,2.717737663770964
2023-07-06,6.8364,1.147257380970501,19707.517040050647,1100,7520.04,12716.274,5196.2339999999995,1118.3337487232475,26022.084788773893,8,3008.7569599493536,11,2.6206665177380235
2023-07-07,6.8364,1.1382630395855136,19707.517040050647,1100,7520.04,12716.274,5196.2339999999995,1096.3734571621662,26000.12449721281,8,3008.7569599493536,11,2.6206665177380235
2023-07-10,6.418746666666666,1.1288769118352693,19707.517040050647,1100,7060.621333333333,12716.274,5655.652666666667,929.9790499061885,26293.148756623505,8,3008.7569599493536,11,2.7911873629323627
2023-07-11,6.412319999999999,0.9539372628860342,19707.517040050647,1100,7053.552,12716.274,5662.722,627.1915487211206,25997.430588771767,8,3008.7569599493536,11,2.793984795185553
2023-07-12,6.071786666666667,0.7420263187224236,19707.517040050647,1100,6678.965333333334,12716.274,6037.308666666666,269.94796870347517,26014.773675420787,8,3008.7569599493536,11,2.9506841339173464
2023-07-13,5.699126666666667,0.7599907414457351,19707.517040050647,1100,6269.039333333334,12716.274,6447.234666666665,234.79757957555637,26389.549286292866,8,3008.7569599493536,11,3.1436263185115303
2023-07-14,5.904726666666666,0.7318847091144314,19707.517040050647,1100,6495.199333333333,12716.274,6221.074666666666,233.08255284701602,26161.67425956433,8,3008.7569599493536,11,3.0341666250197683
2023-07-17,5.49352,0.7456271266249402,19707.517040050647,1100,6042.872,12716.274,6673.401999999999,190.4178270062439,26571.33686705689,8,3008.7569599493536,11,3.2612832176572075
2023-07-18,5.467820000000001,0.7444420963999492,19707.517040050647,1100,6014.602000000001,12716.274,6701.671999999999,185.26493424702846,26594.453974297674,8,3008.7569599493536,11,3.2766119919573473
2023-07-19,5.660573333333334,0.7361159709319242,19707.517040050647,1100,6226.630666666667,12716.274,6489.6433333333325,199.90492113954838,26397.065294523527,8,3008.7569599493536,11,3.1650370955116838
2023-07-20,6.29024,0.8047680518327978,19707.517040050647,1100,6919.264,12716.274,5797.009999999999,367.69740480593435,25872.22444485658,8,3008.7569599493536,11,2.848210017720186
2023-07-21,6.11676,0.806718567952227,19707.517040050647,1100,6728.436000000001,12716.274,5987.837999999999,338.33195900575174,26033.686999056397,8,3008.7569599493536,11,2.928989298560712
2023-07-24,6.123186666666667,0.8043165254728541,19707.517040050647,1100,6735.5053333333335,12716.274,5980.768666666666,331.5646736094623,26019.850380326778,8,3008.7569599493536,11,2.9259151414401146
2023-07-25,5.81478,0.8151267853741349,19707.517040050647,1100,6396.258,12716.274,6320.016,292.4197165631342,26319.95275661378,8,3008.7569599493536,11,3.08110101875982
2023-07-26,6.071786666666667,0.7780685867994632,19707.517040050647,1100,6678.965333333334,12716.274,6037.308666666666,289.9501235339484,26034.77583025126,8,3008.7569599493536,11,2.9506841339173464
2023-07-27,5.7184,0.7874969014725038,19707.517040050647,1100,6290.24,12716.274,6426.034,246.5612007929774,26380.112240843624,8,3008.7569599493536,11,3.133031019492205
2023-07-28,5.365013333333334,0.7996335911533582,19707.517040050647,1100,5901.514666666667,12716.274,6814.7593333333325,209.25540600248684,26731.531779386467,8,3008.7569599493536,11,3.3393998241441256
2023-07-31,5.300766666666666,0.794836113604519,19707.517040050647,1100,5830.843333333333,12716.274,6885.430666666666,193.5561271478402,26786.503833865154,8,3008.7569599493536,11,3.3798742160311823
2023-08-01,5.281486666666667,0.7877214534512267,19707.517040050647,1100,5809.635333333334,12716.274,6906.638666666666,184.23089024622078,26798.386596963534,8,3008.7569599493536,11,3.3922124039312584
2023-08-02,5.8918800000000005,0.8535077972139726,19707.517040050647,1100,6481.068,12716.274,6235.205999999999,334.6591734563872,26277.382213507033,8,3008.7569599493536,11,3.040782327858718
2023-08-03,5.94328,0.8241640462529575,19707.517040050647,1100,6537.607999999999,12716.274,6178.666,308.50022263919783,26194.683262689847,8,3008.7569599493536,11,3.0144843557537633
2023-08-04,5.9882599999999995,0.8243440173574735,19707.517040050647,1100,6587.085999999999,12716.274,6129.188,314.3187722009253,26151.023812251573,8,3008.7569599493536,11,2.991841466780705
